44816798,69.48,86.85
40778647,51.86,64.82
25838654,45.39,56.73
42853737,0.89,1.12
71741221,31.90,39.88
48634166,48.03,60.04
13327997,43.58,54.47
62877586,67.51,84.39
99181733,1.83,2.29
31800957,18.48,23.10
24884595,52.89,66.12
67234589,17.83,22.29
50791171,21.98,27.47
43741145,65.70,82.13
49339195,64.14,80.17
78024454,71.69,89.62
62277390,76.23,95.29
42622892,66.54,83.18
90766491,17.59,21.98
47457113,50.25,62.81
30155711,79.71,99.64
40869331,65.81,82.27
98261284,68.56,85.70
33105513,5.44,6.80
86512365,50.53,63.17
68674366,30.61,38.26
20159555,5.09,6.36
80839155,77.33,96.67
83887285,7.28,9.09
70418208,1.61,2.01
71269819,48.43,60.54
13364178,1.16,1.45
34018092,46.30,57.87
34569499,71.40,89.24
53862543,74.91,93.64
67245181,51.04,63.80
49299239,55.77,69.71
80933871,16.47,20.59
80920104,37.10,46.37
97908887,44.93,56.16
80779650,54.67,68.34
67732025,6.68,8.35
95947188,16.33,20.41
29327832,8.55,10.69
57502813,1.59,1.99
84924750,27.20,33.99
27343120,8.76,10.94
74753893,70.59,88.24
65640452,37.49,46.86
96071998,26.69,33.36
22421269,1.85,2.31
88086681,30.61,38.26
16548726,51.77,64.72
92947198,46.96,58.69
88089391,36.17,45.21
29315087,26.78,33.48
50276670,21.53,26.91
29502699,21.67,27.09
55831843,32.92,41.15
31149364,32.33,40.41
54130900,73.37,91.71
11582327,54.54,68.18
40491813,57.25,71.56
35511920,23.48,29.34
26015176,48.96,61.20
46408863,8.75,10.94
55258429,15.09,18.86
25110306,7.05,8.82
91221450,49.44,61.80
58040505,70.69,88.37
47846893,45.25,56.56
13332359,10.70,13.37
76559006,65.07,81.34
79696396,2.91,3.63
93403898,74.66,93.32
78277548,52.06,65.08
61531862,65.19,81.49
29684986,37.85,47.32
13472696,31.31,39.13
44178510,79.25,99.06
71784681,34.05,42.56
91657141,35.08,43.86
33064939,43.72,54.65
77325647,21.66,27.08
33736063,18.36,22.95
28770637,17.71,22.14
36212676,20.53,25.66
79390295,36.52,45.65
59836735,76.53,95.66
19848437,65.60,82.00
47019254,64.00,80.00
34943294,23.94,29.93
90458709,5.34,6.68
90719853,38.89,48.62
30817595,6.04,7.55
70207799,7.70,9.63
86901175,31.60,39.50
13947185,48.88,61.10
79903356,8.77,10.96
54308877,45.26,56.58
65865913,18.08,22.60
17166574,26.72,33.40
10305867,55.49,69.36
15404669,51.62,64.52
54237526,56.73,70.92
81120460,58.70,73.38
64574293,48.14,60.17
17777657,78.85,98.57
75305817,46.21,57.76
45203624,23.82,29.77
29761633,45.32,56.65
94366031,4.91,6.13
90527110,36.95,46.19
44845604,30.77,38.46
84756453,32.00,39.99
40423023,33.05,41.31
14013699,14.09,17.62
42286524,16.46,20.58
34336220,32.33,40.41
65181655,28.66,35.82
52445486,41.46,51.82
69016024,28.08,35.10
85785023,49.71,62.13
82545730,20.85,26.06
63950199,64.01,80.02
93755884,70.30,87.88
35456639,50.61,63.26
32818333,16.86,21.08
42775255,60.14,75.17
70761203,6.63,8.29
24239940,72.96,91.20
11431388,33.51,41.89
54009862,58.55,73.19
71774654,23.85,29.82
98466254,52.96,66.20
57612534,46.11,57.64
10387762,57.44,71.81
93129314,60.46,75.57
20240312,59.23,74.04
54173193,50.85,63.57
79697913,29.18,36.48
91339017,15.11,18.89
24384504,50.55,63.19
95847491,57.15,71.43
12796340,60.41,75.51
20893426,69.87,87.34
49610563,23.93,29.91
43149108,72.49,90.62
78152510,49.91,62.39
71011880,7.20,9.00
16484024,48.67,60.84
98828053,23.17,28.96
98452924,37.00,46.25
59316980,40.47,50.59
30910652,17.86,22.33
88694565,6.81,8.52
20315636,32.09,40.11
45594526,10.40,13.00
84389022,23.97,29.96
73987599,24.28,30.36
69716034,11.62,14.53
48312861,46.12,57.65
53147095,9.26,11.58
93014739,59.87,74.84
93552665,37.96,47.45
54151268,62.76,78.44
22998819,40.68,50.84
90910588,24.48,30.60
38554795,62.70,78.37
56063305,64.98,81.22
75532210,14.35,17.93
30541259,40.15,50.19
29806781,59.05,73.81
54917910,73.52,91.90
68923986,13.80,17.24
82182127,79.97,99.96
20195470,53.25,66.56
40751663,51.61,64.52
47813072,13.76,17.20
82670494,68.24,85.30
14064373,67.22,84.03
16895708,67.22,84.03
94755148,18.34,22.93
36676662,5.29,6.62
40943575,35.20,44.01
99071937,74.03,92.54
52749242,15.72,19.65
27246354,69.37,86.72
58292203,67.14,83.93
63752541,52.77,65.97
38887009,39.49,49.37
89381976,35.58,44.47
56235306,27.15,33.94
42576976,56.10,70.13
49942817,73.66,92.08
41563725,2.85,3.56
50749976,10.41,13.02
71079170,53.26,66.58
89858464,60.80,76.01
58346118,54.50,68.12
39385540,9.75,12.18
79573477,21.22,26.52
16069873,61.21,76.51
37619824,59.56,74.45
53561656,21.83,27.29
39555399,6.01,7.52
16966192,72.38,90.47
76261797,63.70,79.63
71612981,68.28,85.35
14334832,15.17,18.96
80412537,47.30,59.13
38826660,62.36,77.95
73048436,79.19,98.99
78304135,68.73,85.91
95840333,13.45,16.82
68932125,32.85,41.06
37609141,77.82,97.27
71951984,30.55,38.19
41937009,32.08,40.11
83387199,36.08,45.11
69394067,27.27,34.09
45620350,39.37,49.21
97151339,57.80,72.25
55497002,69.01,86.27
32443636,23.30,29.12
13670609,15.57,19.46
36448027,75.31,94.14
90937174,6.14,7.67
87049774,63.60,79.50
67668393,1.57,1.97
64262607,24.90,31.13
49678097,56.36,70.44
86302294,47.74,59.67
38581791,44.95,56.19
64612911,60.71,75.89
62566726,12.56,15.71
96497019,54.59,68.24
46948962,68.47,85.58
31832813,18.36,22.95
71306213,36.11,45.14
85524446,73.01,91.26
28862522,25.78,32.22
73761580,32.52,40.65
63256877,54.80,68.50
71450272,57.50,71.87
72245432,61.27,76.59
57636533,79.97,99.96
16488190,16.17,20.21
69930170,68.96,86.20
72049450,62.70,78.38
87630646,31.44,39.29
59224155,44.75,55.94
26957020,34.16,42.70
65232302,9.95,12.43
64930695,17.17,21.46
40577346,21.06,26.33
56977602,6.11,7.64
45822192,14.03,17.54
73015248,14.33,17.91
74306082,19.22,24.03
65307201,4.82,6.03
27732846,1.60,2.00
21832129,9.65,12.06
12486046,48.36,60.44
68427429,77.17,96.46
89447172,60.12,75.15
40546796,0.12,0.15
24848192,9.17,11.47
59430460,54.94,68.67
88803785,32.45,40.56
78520030,43.46,54.33
34978805,58.09,72.61
40315450,74.21,92.76
10988739,12.79,15.99
83772032,2.70,3.38
19743649,33.42,41.77
63923262,24.97,31.22
70701158,67.86,84.83
68059570,63.79,79.73
44281202,3.75,4.69
84062410,61.08,76.35
30077734,73.67,92.08
66930087,12.72,15.90
73307735,25.38,31.72
13741637,33.39,41.74
17413778,48.44,60.55
69112859,14.23,17.78
46750583,31.14,38.93
58763615,22.60,28.25
75719587,43.52,54.40
21307991,6.20,7.75
54087838,69.72,87.15
11527877,66.90,83.63
58510088,29.81,37.27
50530049,22.54,28.17
88991983,3.84,4.80
36660338,7.53,9.41
10817503,74.06,92.58
42415118,74.82,93.52
20689979,63.56,79.45
92786319,16.41,20.51
37409845,68.12,85.15
75582164,17.71,22.13
34400035,53.04,66.30
85354386,76.66,95.83
56640948,68.25,85.32
50705570,5.65,7.06
29913034,57.66,72.07
31514961,10.46,13.08
98003145,73.13,91.42
55585122,44.80,56.00
15213470,46.63,58.29
61986355,12.63,15.79
50875300,64.36,80.45
57371706,50.02,62.52
45538770,15.72,19.65
11144525,20.10,25.12
22448350,21.44,26.80
41026169,0.17,0.21
14080440,40.55,50.69
63834003,56.54,70.67
58141684,22.68,28.35
87299952,35.85,44.81
32742821,64.44,80.55
17339346,12.91,16.14
22477030,19.49,24.36
73459968,44.86,56.07
16432311,66.28,82.85
64344613,61.87,77.34
51003742,3.08,3.85
42712594,45.91,57.38
28716903,21.44,26.80
86509680,11.10,13.87
49774645,8.29,10.37
97839342,79.69,99.61
39515458,15.30,19.12
74134690,44.40,55.50
27268552,23.28,29.10
25540932,61.89,77.36
74980276,63.00,78.75
61585109,34.74,43.43
87588307,29.30,36.63
14543887,74.19,92.73
24254079,14.81,18.51
41097975,77.48,96.85
27699138,54.69,68.37
76599712,54.06,67.58
79112325,28.40,35.50
27543188,76.16,95.21
80479205,33.61,42.02
20886659,12.10,15.13
40758386,44.83,56.03
12499106,35.13,43.91
77892269,28.70,35.87
75465462,60.08,75.10
78093386,27.95,34.93
